{a0} have {a1}	{a0} to introduce {a1}	2	1
{a0} handle {a1}	{a0} shuck {a1}	2	1
not to defy {a0} amid {a1}	{a0} should choose {a1}	2	1
{a0} vote for {a1}	{a1} dig {a0}	2	1
to boost {a0} in {a1}	to deploy {a0} to {a1}	2	1
{a0} favor over {a1}	{a0} upset {a1}	2	1
{a0} reduce {a1}	{a0} will slash {a1}	2	1
{a0} be end {a1}	{a0} vow {a1}	2	1
have {a0} in {a1}	{a0} be be ban in {a1}	2	1
{a0} announce {a1}	{a0} be step up {a1}	2	1
shine {a0} via {a1}	to live in {a0} via {a1}	2	1
{a0} shop for {a1}	{a0} to spend {a1}	2	1
{a0} bicker over {a1}	{a0} launch {a1}	2	1
with {a0} turn to {a1}	{a0} turn to {a1}	2	1
{a0} hold {a1}	{a0} take on {a1}	2	1
{a0} could save {a1}	{a0} would affect {a1}	2	1
{a0} wrestle {a1}	{a1} shoot {a0}	2	1
{a0} can ask {a1}	{a0} clash at {a1}	2	1
{a0} lend {a1}	{a0} loan {a1}	2	1
{a0} climb in {a1}	{a0} to outperform in {a1}	2	1
despite {a1} {a0}	support {a0} after {a1}	2	1
{a0} could stop {a1}	{a0} must lead {a1}	2	1
get {a0} out of {a1}	{a0} should be look beyond {a1}	2	1
{a0} press {a1}	{a0} see {a1}	2	1
{a0} fire at {a1}	{a1} have appeal to {a0}	2	1
to lower {a0} through {a1}	to take {a0} by {a1}	2	1
{a0} be from {a1}	{a1} sideline {a0}	2	1
{a0} get school on {a1}	{a0} say {a1}	2	1
{a0} can never be {a1}	{a0} rely on {a1}	2	1
{a0} be weigh {a1}	{a0} ignore {a1}	2	1
live {a0} by {a1}	live {a0} via {a1}	2	1
to {a0} {a1}	{a0} look to {a1}	2	1
{a0} dodge {a1}	{a0} respond to {a1}	2	1
{a0} stand by {a1}	{a0} wo not withdraw {a1}	2	1
{a0} add to {a1}	{a0} cut {a1}	2	1
{a0} respond to {a1}	{a1} would not be {a0}	2	1
{a0} find {a1}	{a0} may have boot {a1}	2	1
{a0} defend {a1}	{a1} be spy on {a0}	2	1
take {a0} off {a1}	{a0} ' on {a1}	2	1
{a0} dismiss {a1}	{a0} monitor {a1}	2	1
{a0} hold {a1}	{a0} should postpone {a1}	2	1
{a0} meet {a1}	{a0} playbook for {a1}	2	1
in {a0} will have {a1}	{a0} will get {a1}	2	1
to accelerate {a0} in {a1}	to speed {a0} in {a1}	2	1
{a0} escape {a1}	{a0} have {a1}	2	1
{a0} lead {a1}	{a1} fall to {a0}	2	1
{a0} defend {a1}	{a0} insist {a1}	2	1
to equip {a0} with {a1}	{a0} need {a1}	2	1
{a0} open up on {a1}	{a0} relive {a1}	2	1
{a0} be wag {a1}	{a0} declare {a1}	2	1
{a0} have ask {a1}	{a0} use {a1}	2	1
{a0} be accuse {a1}	{a0} borrow from {a1}	2	1
{a0} rule {a1}	{a0} urge {a1}	2	1
{a0} feature {a1}	{a0} will feature {a1}	2	1
{a0} warn {a1}	{a0} will take {a1}	2	1
during {a0} {a1}	{a0} build on {a1}	2	1
{a0} be in {a1}	{a0} have advance to {a1}	2	1
{a0} will meet with {a1}	{a1} could charm {a0}	2	1
{a0} be block {a1}	{a0} kill {a1}	2	1
{a0} collide with {a1}	{a0} put {a1}	2	1
{a0} pull from {a1}	{a0} wo not be show in {a1}	2	1
{a0} be undermine {a1}	{a0} take {a1}	2	1
{a0} call out {a1}	{a1} impress {a0}	2	1
take {a1} due {a0}	{a0} make {a1}	2	1
{a0} issue {a1}	{a0} tap {a1}	2	1
{a0} die with {a1}	{a0} jones {a1}	2	1
{a0} be battle {a1}	{a0} have {a1}	2	1
{a0} shoot {a1}	{a0} use {a1}	2	1
{a0} face {a1}	{a0} to get {a1}	2	1
{a0} find {a1}	{a0} would change in {a1}	2	1
{a0} can not block {a1}	{a1} frustrate {a0}	2	1
{a0} have launch {a1}	{a0} issue {a1}	2	1
{a0} cut/increas in {a1}	{a0} release {a1}	2	1
{a0} kill {a1}	{a0} travel to {a1}	2	1
{a0} call {a1}	{a1} take {a0}	2	1
{a0} be kill in {a1}	{a0} confirm in {a1}	2	1
{a0} be broaden {a1}	{a0} invent {a1}	2	1
from {a0} be double down on {a1}	{a0} double down in {a1}	2	1
{a0} can ban {a1}	{a0} should ask {a1}	2	1
{a0} have be give {a1}	{a0} receive {a1}	2	1
chuck {a0} at {a1}	{a0} live until {a1}	2	1
{a0} claim {a1}	{a0} rip {a1}	2	1
leave {a0} because {a1}	{a0} will be make over {a1}	2	1
{a0} deny {a1}	{a0} will meet with {a1}	2	1
come to {a0} on {a1}	to launch in {a0} on {a1}	2	1
{a0} char to {a1}	{a0} get char to {a1}	2	1
{a0} hit {a1}	{a0} warn {a1}	2	1
steal {a0} at {a1}	to seize {a0} {a1}	2	1
following {a0} {a1}	{a1} respond to {a0}	2	1
{a0} propose {a1}	{a0} recant {a1}	2	1
{a0} give {a1}	{a0} should have see {a1}	2	1
{a0} tell {a1}	{a0} will not attend {a1}	2	1
{a0} overrule {a1}	{a1} do not belong on {a0}	2	1
come to {a0} on {a1}	to suspend {a0} {a1}	2	1
{a0} do not shake {a1}	{a0} sit like {a1}	2	1
impose {a0} on {a1}	weigh {a0} on {a1}	2	1
{a0} monitor after {a1}	{a0} surveilled after {a1}	2	1
to get {a0} in {a1}	{a0} can take {a1}	2	1
arnold {a0} to {a1}	{a0} donald {a1}	2	1
invoke {a0} on {a1}	{a0} will be trigger {a1}	2	1
{a0} go with {a1}	{a0} update {a1}	2	1
{a0} have not experience {a1}	{a0} have not see {a1}	2	1
{a0} lead {a1}	{a0} miles in {a1}	2	1
{a0} = {a1}	{a0} have be name {a1}	2	1
{a0} heat up {a1}	{a0} unite {a1}	2	1
{a0} deny {a1}	{a1} will school {a0}	2	1
{a0} block {a1}	{a0} soup up {a1}	2	1
{a0} arrest {a1}	{a0} be look for {a1}	2	1
{a0} blow {a1}	{a0} miss {a1}	2	1
{a0} go with {a1}	{a0} threaten {a1}	2	1
{a0} could demand {a1}	{a0} to see {a1}	2	1
{a0} reference {a1}	{a0} slam {a1}	2	1
{a0} endorse {a1}	{a0} release {a1}	2	1
{a0} visit {a1}	{a1} meet with {a0}	2	1
pay {a0} with {a1}	{a0} value {a1}	2	1
to take back {a0} {a1}	{a0} deport via {a1}	2	1
{a0} be on {a1}	{a0} rally {a1}	2	1
visit {a0} in {a1}	{a0} spout {a1}	2	1
to seize {a0} at {a1}	{a1} steal {a0}	2	1
{a0} urge {a1}	{a0} wo not use in {a1}	2	1
along with {a0} {a1}	{a0} troll {a1}	2	1
{a0} be fire outside {a1}	{a0} fire near {a1}	2	1
{a0} have on {a1}	{a0} will be on {a1}	2	1
{a0} deny {a1}	{a0} eavesdrop on {a1}	2	1
{a0} arrest for {a1}	{a0} arrest {a1}	2	1
{a0} demolish {a1}	{a0} raid {a1}	2	1
hold {a0} via {a1}	to promote {a0} via {a1}	2	1
{a0} be entitle to {a1}	{a0} keep {a1}	2	1
{a0} have make to {a1}	{a0} lie about {a1}	2	1
{a0} have {a1}	{a0} should confound {a1}	2	1
{a0} join {a1}	{a0} quit {a1}	2	1
{a0} will challenge {a1}	{a0} win {a1}	2	1
{a0} lie on {a1}	{a0} pivot on {a1}	2	1
{a0} mean {a1}	{a1} propose {a0}	2	1
{a0} clinch {a1}	{a0} lift {a1}	2	1
{a0} reduce {a1}	{a1} would be cut under {a0}	2	1
{a0} change {a1}	{a0} protest outside {a1}	2	1
{a0} be out of {a1}	{a0} promise {a1}	2	1
after {a0} end {a1}	{a0} end {a1}	2	1
to press {a0} for {a1}	{a0} stand on {a1}	2	1
{a0} be on {a1}	{a0} can be find on {a1}	2	1
{a0} be lose {a1}	{a0} should have {a1}	2	1
to apply in {a0} via {a1}	to consider in {a0} via {a1}	2	1
' {a0} {a1}	eat {a0} on {a1}	2	1
{a0} attack on {a1}	{a0} slam {a1}	2	1
{a0} bezos {a1}	{a0} manage {a1}	2	1
{a0} should provide {a1}	{a0} suggest without {a1}	2	1
{a0} fire {a1}	{a0} wo not get {a1}	2	1
{a0} to pass {a1}	{a0} will pass {a1}	2	1
{a0} ' in {a1}	{a0} face {a1}	2	1
{a0} could find {a1}	{a0} will seek {a1}	2	1
{a0} dip to {a1}	{a0} fall to {a1}	2	1
check in in {a0} {a1}	in {a0} {a1}	2	1
{a0} may not owe {a1}	{a0} reject {a1}	2	1
{a0} call out {a1}	{a0} scorch {a1}	2	1
be {a0} {a1}	{a0} could defund {a1}	2	1
{a0} mock {a1}	{a1} crash out of {a0}	2	1
take {a0} at {a1}	{a0} attack at {a1}	2	1
{a0} to begin {a1}	{a0} trigger {a1}	2	1
{a0} have retain {a1}	{a0} rubbish {a1}	2	1
from {a0} succeed in {a1}	{a0} succeed in {a1}	2	1
{a0} slip via {a1}	{a0} will make via {a1}	2	1
{a0} be hospitalize for {a1}	{a0} inflict {a1}	2	1
send {a0} into {a1}	to boost {a0} in {a1}	2	1
{a0} approve {a1}	{a0} order {a1}	2	1
{a0} may have disclose {a1}	{a0} may have divulge {a1}	2	1
be {a0} {a1}	{a0} be reshape {a1}	2	1
{a0} grill {a1}	{a0} should ask {a1}	2	1
{a0} be in {a1}	{a0} have do at {a1}	2	1
{a0} look at {a1}	{a1} meet {a0}	2	1
{a0} cite {a1}	{a0} seek {a1}	2	1
{a0} mourn {a1}	{a0} react to {a1}	2	1
{a0} have be expose {a1}	{a0} have be silence {a1}	2	1
{a0} trust {a1}	{a1} have {a0}	2	1
{a0} 6-se {a1}	{a0} upend {a1}	2	1
{a0} give {a1}	{a0} should tell {a1}	2	1
{a0} do not mean {a1}	{a0} would not be {a1}	2	1
{a0} have lie about {a1}	{a0} have overstate {a1}	2	1
for {a0} {a1}	of {a0} {a1}	2	1
{a0} ask {a1}	{a0} respond to {a1}	2	1
{a0} be not above {a1}	{a0} go to {a1}	2	1
{a0} want {a1}	{a0} will cost {a1}	2	1
{a0} raise {a1}	{a0} receive {a1}	2	1
{a0} have obtain {a1}	{a0} release {a1}	2	1
in {a0} {a1}	{a1} tell {a0}	2	1
bash over {a0} in {a1}	to draw {a0} around {a1}	2	1
{a0} could face {a1}	{a0} not show {a1}	2	1
{a0} publish {a1}	{a0} vote down {a1}	2	1
{a0} seek {a1}	{a0} will hire {a1}	2	1
{a0} stab to {a1}	{a0} wo not face {a1}	2	1
register {a1} with {a0}	{a0} register {a1}	2	1
{a0} be offer {a1}	{a0} commercialize {a1}	2	1
{a0} defend {a1}	{a0} should take {a1}	2	1
{a0} be threaten {a1}	{a0} warn {a1}	2	1
dismiss {a0} {a1}	{a0} should apologize for {a1}	2	1
{a0} hire {a1}	{a0} recruit {a1}	2	1
{a0} await with {a1}	{a0} have {a1}	2	1
{a0} raise over {a1}	{a0} win by {a1}	2	1
to merge with {a1} in {a0}	to merge {a0} with {a1}	2	1
{a0} demolish {a1}	{a0} find at {a1}	2	1
{a0} destroy {a1}	{a0} go into {a1}	2	1
{a0} identify {a1}	{a1} fire at {a0}	2	1
{a0} to ask {a1}	{a0} warn {a1}	2	1
{a0} commit {a1}	{a0} get {a1}	2	1
{a0} could have {a1}	{a0} fire {a1}	2	1
visit {a0} via {a1}	{a1} visit {a0}	2	1
{a0} grab {a1}	{a0} jail for {a1}	2	1
{a0} sharma {a1}	{a0} to be {a1}	2	1
charge {a0} while in {a1}	{a0} drop in {a1}	2	1
{a0} put {a1}	{a1} talk about {a0}	2	1
to deliver {a0} by {a1}	to finish {a0} by {a1}	2	1
add to {a0} via {a1}	shoot past {a0} via {a1}	2	1
{a0} be sue for {a1}	{a0} sue in {a1}	2	1
{a0} may to get from {a1}	{a0} may to trigger {a1}	2	1
{a0} lead {a1}	{a0} win {a1}	2	1
{a0} crash out of {a1}	{a1} mock {a0}	2	1
{a0} have turn {a1}	{a1} say {a0}	2	1
{a0} must pay {a1}	{a0} to pay {a1}	2	1
to take {a1} from {a0}	{a0} give up {a1}	2	1
{a0} press {a1}	{a0} rip {a1}	2	1
{a0} can not defeat {a1}	{a0} taunt {a1}	2	1
{a0} hit {a1}	{a1} suffer {a0}	2	1
{a0} can not pass {a1}	{a0} should handle {a1}	2	1
{a0} hold {a1}	{a0} meet {a1}	2	1
for {a0} get {a1}	{a0} be move into {a1}	2	1
{a0} do n't show {a1}	{a0} get {a1}	2	1
{a0} be betray {a1}	{a0} have awake {a1}	2	1
{a0} be take {a1}	{a0} spend {a1}	2	1
{a0} want {a1}	{a0} would stop {a1}	2	1
{a0} face {a1}	{a0} will answer {a1}	2	1
{a0} be appear for {a1}	{a0} face {a1}	2	1
{a0} burn to {a1}	{a0} contribute to {a1}	2	1
{a0} consider {a1}	{a0} make {a1}	2	1
{a0} be not {a1}	{a0} tout {a1}	2	1
{a0} can convince {a1}	{a0} look at {a1}	2	1
{a0} turn out for {a1}	{a0} vote in {a1}	2	1
suggest {a0} in {a1}	{a0} climb in {a1}	2	1
{a0} put {a1}	{a0} say on {a1}	2	1
{a0} mow by {a1}	{a1} mow down {a0}	2	1
{a0} leak {a1}	{a0} say {a1}	2	1
{a0} accuse {a1}	{a0} snub {a1}	2	1
{a0} call out {a1}	{a0} wo not apologize to {a1}	2	1
to develop {a0} without {a1}	to equip {a0} with {a1}	2	1
{a0} know about {a1}	{a0} sit on {a1}	2	1
{a0} be be send to {a1}	{a0} will be go to {a1}	2	1
target {a0} in {a1}	{a0} target in {a1}	2	1
{a0} go in {a1}	{a0} miss in {a1}	2	1
{a0} bradys {a1}	{a0} steal {a1}	2	1
{a0} malicks {a1}	{a0} to {a1}	2	1
{a0} confirm {a1}	{a0} write of {a1}	2	1
according to {a0} may do {a1}	{a0} may do {a1}	2	1
{a0} celebrate {a1}	{a0} show up for {a1}	2	1
{a0} could raise {a1}	{a0} raise {a1}	2	1
introduce {a1} {a0}	{a0} introduce {a1}	2	1
{a0} budget {a1}	{a0} unveil {a1}	2	1
{a0} put {a1}	{a1} welcome {a0}	2	1
{a0} to be swear in as up {a1}	{a0} will become up {a1}	2	1
{a0} be not above {a1}	{a0} have fail in {a1}	2	1
snatch {a0} at {a1}	take {a0} at {a1}	2	1
put {a0} out of {a1}	{a0} terrorize out of {a1}	2	1
{a0} blast {a1}	{a0} hack {a1}	2	1
{a0} beat {a1}	{a0} libel {a1}	2	1
{a0} may start {a1}	{a0} may will embark on {a1}	2	1
{a0} defeat on {a1}	{a0} lash out at {a1}	2	1
{a0} head toward {a1}	{a0} leave {a1}	2	1
{a0} be build {a1}	{a0} be take {a1}	2	1
{a0} eliminate {a1}	{a0} will devastate {a1}	2	1
add {a0} to {a1}	spend {a0} on {a1}	2	1
{a0} deny {a1}	{a0} escape {a1}	2	1
{a0} anger {a1}	{a1} complain to {a0}	2	1
{a0} come after {a1}	{a0} paint {a1}	2	1
{a0} get {a1}	{a0} wo not extend {a1}	2	1
{a0} block {a1}	{a0} shut down {a1}	2	1
{a0} get rid of {a1}	{a0} give {a1}	2	1
{a0} host {a1}	{a0} invite {a1}	2	1
{a0} be appoint {a1}	{a0} forget {a1}	2	1
in {a0} {a1}	{a1} will lose {a0}	2	1
{a0} should apologize over {a1}	{a0} stand by {a1}	2	1
{a0} have be troll {a1}	{a0} troll {a1}	2	1
{a0} die after {a1}	{a0} strike in {a1}	2	1
to withdraw {a0} from {a1}	{a0} may be pay into {a1}	2	1
snub {a0} in {a1}	to skip {a0} in {a1}	2	1
{a0} relinquish {a1}	{a0} respond to {a1}	2	1
{a0} hold on {a1}	{a0} leave {a1}	2	1
{a0} be batter to {a1}	{a0} throw to {a1}	2	1
kick {a0} out of {a1}	{a0} be argue for {a1}	2	1
{a0} be become {a1}	{a0} be make {a1}	2	1
{a0} land {a1}	{a0} welcome {a1}	2	1
in {a0} prepare {a1}	{a0} introduce {a1}	2	1
{a0} block {a1}	{a0} have freeze {a1}	2	1
{a0} can not verify {a1}	{a0} shoot {a1}	2	1
cause {a0} via {a1}	to halt {a0} via {a1}	2	1
{a0} have be find {a1}	{a0} have be recover {a1}	2	1
to buy {a0} from {a1}	{a1} have ban {a0}	2	1
{a0} may not have {a1}	{a0} pay {a1}	2	1
{a0} snub {a1}	{a1} study {a0}	2	1
{a0} would gut {a1}	{a1} slash in {a0}	2	1
leave {a0} because {a1}	to expand to {a0} despite {a1}	2	1
{a0} can require {a1}	{a0} to put {a1}	2	1
{a0} be work out of {a1}	{a0} slam for {a1}	2	1
{a0} shed {a1}	{a0} struggle for {a1}	2	1
at&amp;t suspend {a0} from {a1}	pull {a0} from {a1}	2	1
{a0} drop out of {a1}	{a0} go to {a1}	2	1
{a0} invest {a1}	{a0} put {a1}	2	1
{a0} have sack {a1}	{a1} leave {a0}	2	1
{a0} do not speak for {a1}	{a1} say {a0}	2	1
{a0} back out of {a1}	{a0} invest {a1}	2	1
{a0} have put {a1}	{a0} hold {a1}	2	1
{a0} meet {a1}	{a0} use against {a1}	2	1
{a0} add to {a1}	{a0} have be place on {a1}	2	1
{a0} to be {a1}	{a0} will become {a1}	2	1
{a0} become {a1}	{a0} make up {a1}	2	1
{a0} kill {a1}	{a0} urge {a1}	2	1
skittle {a0} for {a1}	{a0} be skittle out for {a1}	2	1
leave {a0} because {a1}	{a0} start {a1}	2	1
{a0} dip by {a1}	{a0} drop {a1}	2	1
{a0} could shorten {a1}	{a0} raise {a1}	2	1
{a0} detain in {a1}	{a0} have {a1}	2	1
{a0} be fall {a1}	{a0} rebound {a1}	2	1
{a0} can fix {a1}	{a0} may move {a1}	2	1
to pull {a0} from {a1}	to withdraw {a0} from {a1}	2	1
via {a0} be point to {a1}	{a0} point to {a1}	2	1
{a0} bash {a1}	{a0} have {a1}	2	1
{a0} establish {a1}	{a0} practice {a1}	2	1
{a0} announce {a1}	{a0} to overhaul {a1}	2	1
{a0} fend off {a1}	{a0} rebuff {a1}	2	1
{a0} know about {a1}	{a0} realdonaldtrumps {a1}	2	1
do not stick {a0} in {a1}	{a0} bury in {a1}	2	1
{a0} fend off {a1}	{a0} see off {a1}	2	1
race {a0} at {a1}	to light up {a0} for {a1}	2	1
{a0} ' accuse {a1}	{a0} allude to {a1}	2	1
{a0} donald {a1}	{a0} take on {a1}	2	1
{a0} attempt {a1}	{a0} seek in {a1}	2	1
{a0} be quit {a1}	{a0} should take {a1}	2	1
{a0} be accept as {a1}	{a0} become {a1}	2	1
to tie {a0} to {a1}	{a0} will be on {a1}	2	1
{a0} be scold {a1}	{a0} fume over {a1}	2	1
{a0} become {a1}	{a0} take over as {a1}	2	1
{a0} need {a1}	{a0} to tackle {a1}	2	1
{a0} can provide {a1}	{a1} break with {a0}	2	1
{a0} displace {a1}	{a0} seize {a1}	2	1
{a0} propose {a1}	{a0} remember {a1}	2	1
pass {a1} through {a0}	{a0} to pass {a1}	2	1
{a0} be test out {a1}	{a0} have add {a1}	2	1
{a0} slash {a1}	{a0} voldemort {a1}	2	1
to ask for {a0} for {a1}	{a0} to build {a1}	2	1
{a0} inform {a1}	{a1} may conclude {a0}	2	1
{a0} interview {a1}	{a0} turn on {a1}	2	1
{a0} have close at {a1}	{a0} have smash {a1}	2	1
{a0} wd be insure {a1}	{a0} would be insure with {a1}	2	1
{a0} deliver {a1}	{a0} propose {a1}	2	1
record {a0} in {a1}	to make {a0} in {a1}	2	1
{a0} could reverse {a1}	{a0} would make {a1}	2	1
{a0} bogged down by {a1}	{a0} will not repeat {a1}	2	1
{a0} do not have via {a1}	{a0} never do {a1}	2	1
{a0} be disengage with {a1}	{a0} say to {a1}	2	1
{a0} testify on {a1}	{a0} to debunk {a1}	2	1
{a0} become {a1}	{a0} could be {a1}	2	1
teach {a0} about {a1}	to talk to {a0} about {a1}	2	1
{a0} unite {a1}	{a0} will miss {a1}	2	1
{a0} label {a1}	{a0} shoot down {a1}	2	1
from {a1} lower {a0}	lower {a0} via {a1}	2	1
{a0} be about {a1}	{a0} do to {a1}	2	1
{a0} affirm {a1}	{a0} be lose {a1}	2	1
eat {a0} on {a1}	to light up {a0} for {a1}	2	1
{a0} point to {a1}	{a1} slam {a0}	2	1
{a0} be ask for {a1}	{a0} be propose {a1}	2	1
{a0} demonize {a1}	{a0} may not want {a1}	2	1
to pull {a0} from {a1}	{a1} deny {a0}	2	1
{a0} like {a1}	{a1} propose {a0}	2	1
{a0} be not ditch {a1}	{a0} blow off {a1}	2	1
{a0} get {a1}	{a0} would stop {a1}	2	1
from {a0} urge {a1}	{a0} urge {a1}	2	1
block {a0} at {a1}	{a0} focus {a1}	2	1
boil {a0} to {a1}	{a0} choke to {a1}	2	1
{a0} increase to {a1}	{a0} invest in {a1}	2	1
lose in {a0} {a1}	{a0} have release {a1}	2	1
{a0} have reject {a1}	{a0} to consider {a1}	2	1
{a0} may be block {a1}	{a0} may hit {a1}	2	1
to see {a0} on {a1}	{a0} be wake up to {a1}	2	1
{a0} be in {a1}	{a0} launch {a1}	2	1
{a0} lose {a1}	{a0} seek {a1}	2	1
{a0} be collect on {a1}	{a0} tell {a1}	2	1
{a0} deny {a1}	{a0} tap {a1}	2	1
{a0} be catch up to {a1}	{a1} confront {a0}	2	1
' {a0} {a1}	to light up {a0} for {a1}	2	1
{a0} do not wait in {a1}	{a0} rise above {a1}	2	1
be {a0} {a1}	{a0} run for {a1}	2	1
{a0} wipe {a1}	{a0} wo not apologize to {a1}	2	1
{a0} answer {a1}	{a0} be out of {a1}	2	1
{a0} hand over {a1}	{a0} have unearth {a1}	2	1
{a0} allow {a1}	{a0} youtube {a1}	2	1
{a0} drive {a1}	{a0} find {a1}	2	1
{a0} extend {a1}	{a0} sign {a1}	2	1
{a0} have invest {a1}	{a0} need {a1}	2	1
could get {a1} from {a0}	{a0} could get {a1}	2	1
{a0} have block {a1}	{a0} saw through {a1}	2	1
{a0} get {a1}	{a0} will receive {a1}	2	1
{a0} change {a1}	{a0} walk {a1}	2	1
{a0} tell {a1}	{a1} fin {a0}	2	1
{a0} hold off {a1}	{a0} outlast {a1}	2	1
{a0} be work {a1}	{a0} warn {a1}	2	1
{a0} avoid {a1}	{a0} collaborate with {a1}	2	1
{a0} attack {a1}	{a0} lure {a1}	2	1
{a0} leave after {a1}	{a0} leave {a1}	2	1
to donate {a0} to {a1}	to give {a0} to {a1}	2	1
{a0} be beat to {a1}	{a0} kick to {a1}	2	1
to jump {a0} by {a1}	to jump {a0} via {a1}	2	1
{a0} should apologize to {a1}	{a0} wo not quit {a1}	2	1
{a0} to begin for {a1}	{a1} face {a0}	2	1
{a0} attack {a1}	{a0} wo not apologize to {a1}	2	1
{a0} be accuse of {a1}	{a0} defend {a1}	2	1
{a0} be pick {a1}	{a0} must have misspoken during {a1}	2	1
{a0} lie about {a1}	{a0} wo not apologize to {a1}	2	1
{a0} be about {a1}	{a0} make {a1}	2	1
{a0} call {a1}	{a0} trump {a1}	2	1
{a0} bat through {a1}	{a0} fight on {a1}	2	1
work {a0} at {a1}	{a0} run for {a1}	2	1
{a0} borrow from {a1}	{a0} should retract {a1}	2	1
{a0} could hacker bring down {a1}	{a0} have say as {a1}	2	1
to aid {a0} in {a1}	to fight {a0} in {a1}	2	1
pledge {a1} over {a0}	{a0} win {a1}	2	1
distance {a0} from {a1}	{a0} repeat {a1}	2	1
{a0} blow {a1}	{a0} wo not change {a1}	2	1
to address {a0} by {a1}	to address {a0} via {a1}	2	1
{a0} speak out about {a1}	{a0} testify on {a1}	2	1
{a0} would ruin {a1}	{a1} face off against {a0}	2	1
cut {a1} by {a0}	to cut {a0} from {a1}	2	1
{a0} eliminate {a1}	{a0} would stop {a1}	2	1
{a0} fight past {a1}	{a0} fight {a1}	2	1
{a0} be hail within {a1}	{a0} have {a1}	2	1
bury {a0} over {a1}	truck {a0} across {a1}	2	1
{a0} may suspect {a1}	{a0} wiretapped under {a1}	2	1
{a0} to be via {a1}	{a0} to be {a1}	2	1
{a0} ask {a1}	{a0} promise {a1}	2	1
{a0} can not tell {a1}	{a0} face {a1}	2	1
{a0} escape {a1}	{a0} have do at {a1}	2	1
{a0} should choose {a1}	{a0} should make {a1}	2	1
visit {a0} in {a1}	{a0} help {a1}	2	1
to avert {a0} in {a1}	to stop {a0} in {a1}	2	1
{a0} have instal {a1}	{a0} put {a1}	2	1
thank {a0} for {a1}	to do {a0} for {a1}	2	1
like {a0} offer {a1}	{a0} announce {a1}	2	1
{a0} joke about {a1}	{a0} pick for {a1}	2	1
{a0} buy {a1}	{a0} have purchase {a1}	2	1
{a0} wo not name {a1}	{a0} would not support {a1}	2	1
{a0} have be mock {a1}	{a0} have be troll {a1}	2	1
amid {a0} {a1}	on {a0} {a1}	2	1
{a0} may finish off {a1}	{a0} may have {a1}	2	1
{a0} keep up {a1}	{a0} promise {a1}	2	1
{a0} be favor {a1}	{a0} prefer {a1}	2	1
to abandon {a0} in {a1}	to stop {a0} in {a1}	2	1
{a0} find with {a1}	{a0} have {a1}	2	1
to meet {a0} at {a1}	{a0} state {a1}	2	1
{a0} make {a1}	{a0} press {a1}	2	1
{a0} be hunt {a1}	{a0} urge {a1}	2	1
{a0} can not escape {a1}	{a0} must respect {a1}	2	1
{a0} could stop {a1}	{a0} express {a1}	2	1
{a0} burst into {a1}	{a0} cry {a1}	2	1
{a0} be not {a1}	{a0} do not know {a1}	2	1
{a0} be for {a1}	{a0} want {a1}	2	1
{a0} be happen before {a1}	{a0} be up to {a1}	2	1
{a0} find pass out in {a1}	{a0} pass out in {a1}	2	1
be {a0} at {a1}	{a0} have go to {a1}	2	1
dismiss {a0} {a1}	{a0} do not lie about {a1}	2	1
{a0} detain {a1}	{a1} slip {a0}	2	1
to celebrate {a0} on {a1}	{a0} celebrate {a1}	2	1
touch {a1} to {a0}	{a0} pay {a1}	2	1
{a0} gut {a1}	{a0} would cut {a1}	2	1
{a0} be cost {a1}	{a0} could cost {a1}	2	1
{a0} earn {a1}	{a0} will work out of {a1}	2	1
{a0} introduce {a1}	{a1} will be join {a0}	2	1
{a0} cut {a1}	{a0} would withhold {a1}	2	1
{a0} propose {a1}	{a0} urge {a1}	2	1
{a0} will increase {a1}	{a0} will lead to {a1}	2	1
{a0} agree with {a1}	{a0} agree {a1}	2	1
{a0} hat {a1}	{a1} meet with {a0}	2	1
{a0} lose {a1}	{a0} may have lose to {a1}	2	1
{a0} be face {a1}	{a0} react to {a1}	2	1
to allow through {a0} to {a1}	to send {a0} to {a1}	2	1
{a0} to have shoot down {a1}	{a1} hit {a0}	2	1
{a0} could put {a1}	{a0} wo not put {a1}	2	1
{a0} put {a1}	{a1} lead {a0}	2	1
{a0} study {a1}	{a1} meet with {a0}	2	1
to confirm {a0} to {a1}	{a0} should not accept {a1}	2	1
{a0} seek {a1}	{a0} tap {a1}	2	1
{a0} urge {a1}	{a1} to be out of {a0}	2	1
{a0} head to {a1}	{a0} to be reassign to {a1}	2	1
{a0} continue {a1}	{a0} gain {a1}	2	1
{a0} may kick off {a1}	{a0} may to trigger {a1}	2	1
{a0} can disarm {a1}	{a1} ignore {a0}	2	1
{a0} confirm on {a1}	{a0} get {a1}	2	1
{a0} be turn {a1}	{a0} wo not require {a1}	2	1
during {a0} {a1}	throughout {a0} {a1}	2	1
{a0} call for {a1}	{a0} to find {a1}	2	1
{a0} be hold {a1}	{a0} kill {a1}	2	1
{a0} be tap for {a1}	{a0} tip for {a1}	2	1
take {a0} to {a1}	to slash {a0} from {a1}	2	1
{a0} gchq {a1}	{a1} repeat {a0}	2	1
to travel into {a0} on {a1}	to visit {a0} aboard {a1}	2	1
{a0} press {a1}	{a0} renew {a1}	2	1
have {a0} in {a1}	{a0} be be ban from {a1}	2	1
{a0} flee {a1}	{a0} use to {a1}	2	1
may to trigger {a0} on {a1}	to trigger {a0} by {a1}	2	1
{a0} ache for {a1}	{a1} should remember {a0}	2	1
